task_id,task_name,base_index,repeat_index,repeat_total,gpu_id,return_code,elapsed_sec,started_at,dry_run,log_path,command
1,breakfast_winclip,1,1,10,0,0,253.6,2026-03-18 16:37:12,0,logs/multi_gpu_work_queue/20260318_163702/gpu_0/task_0001.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,breakfast_winclip,1,2,10,1,0,250.503,2026-03-18 16:37:12,0,logs/multi_gpu_work_queue/20260318_163702/gpu_1/task_0002.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
3,breakfast_winclip,1,3,10,2,0,250.178,2026-03-18 16:37:12,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0003.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
4,breakfast_winclip,1,4,10,2,0,249.882,2026-03-18 16:41:22,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0004.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
5,breakfast_winclip,1,5,10,1,0,236.339,2026-03-18 16:41:22,0,logs/multi_gpu_work_queue/20260318_163702/gpu_1/task_0005.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
6,breakfast_winclip,1,6,10,0,0,270.66,2026-03-18 16:41:25,0,logs/multi_gpu_work_queue/20260318_163702/gpu_0/task_0006.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
7,breakfast_winclip,1,7,10,1,0,256.918,2026-03-18 16:45:19,0,logs/multi_gpu_work_queue/20260318_163702/gpu_1/task_0007.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
8,breakfast_winclip,1,8,10,2,0,247.905,2026-03-18 16:45:32,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0008.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
9,breakfast_winclip,1,9,10,0,0,262.964,2026-03-18 16:45:56,0,logs/multi_gpu_work_queue/20260318_163702/gpu_0/task_0009.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
10,breakfast_winclip,1,10,10,1,0,254.8,2026-03-18 16:49:35,0,logs/multi_gpu_work_queue/20260318_163702/gpu_1/task_0010.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
11,breakfast_promptad,2,1,10,2,0,189.998,2026-03-18 16:49:40,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0011.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
12,breakfast_promptad,2,2,10,0,0,162.013,2026-03-18 16:50:19,0,logs/multi_gpu_work_queue/20260318_163702/gpu_0/task_0012.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
13,breakfast_promptad,2,3,10,2,0,286.323,2026-03-18 16:52:50,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0013.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
14,breakfast_promptad,2,4,10,0,0,286.636,2026-03-18 16:53:01,0,logs/multi_gpu_work_queue/20260318_163702/gpu_0/task_0014.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
15,breakfast_promptad,2,5,10,1,0,314.243,2026-03-18 16:53:50,0,logs/multi_gpu_work_queue/20260318_163702/gpu_1/task_0015.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
16,breakfast_promptad,2,6,10,2,0,160.745,2026-03-18 16:57:36,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0016.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
17,breakfast_promptad,2,7,10,0,0,185.957,2026-03-18 16:57:48,0,logs/multi_gpu_work_queue/20260318_163702/gpu_0/task_0017.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
18,breakfast_promptad,2,8,10,1,0,158.217,2026-03-18 16:59:05,0,logs/multi_gpu_work_queue/20260318_163702/gpu_1/task_0018.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
19,breakfast_promptad,2,9,10,2,0,287.885,2026-03-18 17:00:17,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0019.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
20,breakfast_promptad,2,10,10,0,0,288.476,2026-03-18 17:00:54,0,logs/multi_gpu_work_queue/20260318_163702/gpu_0/task_0020.log,python train_hybrid.py --data_name breakfast --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
21,screw_bag_winclip,3,1,10,1,0,429.643,2026-03-18 17:01:43,0,logs/multi_gpu_work_queue/20260318_163702/gpu_1/task_0021.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
22,screw_bag_winclip,3,2,10,2,0,428.699,2026-03-18 17:05:05,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0022.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
23,screw_bag_winclip,3,3,10,0,0,430.484,2026-03-18 17:05:42,0,logs/multi_gpu_work_queue/20260318_163702/gpu_0/task_0023.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
24,screw_bag_winclip,3,4,10,1,0,300.446,2026-03-18 17:08:52,0,logs/multi_gpu_work_queue/20260318_163702/gpu_1/task_0024.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
25,screw_bag_winclip,3,5,10,2,0,317.018,2026-03-18 17:12:13,0,logs/multi_gpu_work_queue/20260318_163702/gpu_2/task_0025.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
